ENSEMBL	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7
ENSMUSG00000002983	252	223	232	254	266	226	266
ENSMUSG00000002984	665	529	644	551	599	551	560
ENSMUSG00000002985	1174	1082	3043	983	1025	1193	4488
ENSMUSG00000002992	0	0	2	1	0	4	38
ENSMUSG00000002996	2133	1858	2090	1734	2177	1835	1920
ENSMUSG00000002997	88	109	561	51	51	76	73
ENSMUSG00000003031	835	800	826	724	953	760	729
ENSMUSG00000003032	461	353	376	294	382	337	1046
ENSMUSG00000003033	383	410	485	500	452	478	549
ENSMUSG00000003037	183	198	222	180	196	186	336
ENSMUSG00000003038	564	578	600	576	665	590	1181
ENSMUSG00000003039	246	206	314	172	291	236	322
ENSMUSG00000003051	12	8	16	8	6	11	6
ENSMUSG00000003053	0	1	0	12	0	2	0
ENSMUSG00000003062	138	81	110	99	110	93	188
ENSMUSG00000003068	2916	2149	2337	2529	3047	2338	2295
ENSMUSG00000003070	6	3	9	4	2	5	16
ENSMUSG00000003072	6564	5226	5202	5238	6365	5252	5474
ENSMUSG00000003099	1374	1152	1283	1202	1357	1341	1227
ENSMUSG00000003119	379	311	356	295	357	362	354
ENSMUSG00000003123	719	714	1693	458	645	634	496
ENSMUSG00000003131	365	339	427	321	358	345	522
ENSMUSG00000003134	347	383	466	382	392	441	389
ENSMUSG00000003135	777	668	773	735	839	729	684
ENSMUSG00000003153	397	357	535	430	572	359	294
ENSMUSG00000003154	1054	973	1101	958	1034	1011	1014
ENSMUSG00000003161	172	152	266	145	182	181	398
ENSMUSG00000003166	787	747	813	630	739	782	725
ENSMUSG00000003184	358	297	336	313	367	367	376
ENSMUSG00000003190	114	103	129	118	138	108	121
ENSMUSG00000003198	80	69	64	64	73	38	60
ENSMUSG00000003199	624	512	717	667	753	623	638
ENSMUSG00000003200	190	186	257	205	216	220	379
ENSMUSG00000003206	2	1	8	8	2	2	20
ENSMUSG00000003208	111	98	159	109	134	127	106
ENSMUSG00000003226	2521	2341	2736	2323	2957	2636	2591
ENSMUSG00000003227	6	8	3	3	0	11	11
ENSMUSG00000003228	101	72	204	155	118	141	224
ENSMUSG00000003233	933	765	1054	829	841	783	911
ENSMUSG00000003234	1181	1085	1313	1184	1313	1246	1112
ENSMUSG00000003235	1637	1195	1443	1391	1606	1327	1403
ENSMUSG00000003269	380	304	397	292	362	346	419
ENSMUSG00000003271	0	0	0	0	0	0	1
ENSMUSG00000003273	194	145	202	168	209	151	114
ENSMUSG00000003279	1	0	2	5	5	1	7
ENSMUSG00000003282	16	7	27	18	12	12	14
ENSMUSG00000003283	4	2	22	6	3	8	107
ENSMUSG00000003299	831	682	826	768	786	741	813
ENSMUSG00000003308	1986	1424	1749	1638	2003	1721	1525
ENSMUSG00000003309	0	0	0	1	0	0	0
ENSMUSG00000003316	1701	1448	1814	1556	1784	1620	2286
ENSMUSG00000003341	0	0	0	0	0	0	0
ENSMUSG00000003344	618	639	743	601	707	642	621
ENSMUSG00000003345	2593	2003	2592	2339	2735	2371	2182
ENSMUSG00000003346	1145	908	1176	1019	1211	1010	972
ENSMUSG00000003348	77	87	91	91	66	65	199
ENSMUSG00000003352	32	23	41	29	15	39	87
ENSMUSG00000003354	1	2	0	0	0	0	5
ENSMUSG00000003355	20	20	14	11	15	15	91
ENSMUSG00000003360	2231	1689	2199	2119	2296	1967	1733
ENSMUSG00000003363	362	324	357	325	305	286	590
ENSMUSG00000003378	102	64	94	65	94	87	129
ENSMUSG00000003379	3	1	3	1	0	2	23
ENSMUSG00000003380	2130	1819	2078	1754	2059	1836	1646
ENSMUSG00000003382	484	425	451	364	440	393	415
ENSMUSG00000003402	413	343	436	355	370	355	569
ENSMUSG00000003410	0	1	0	0	1	1	1
ENSMUSG00000003411	4	3	2	4	2	4	2
ENSMUSG00000003418	43	49	33	29	37	44	57
ENSMUSG00000003420	689	632	985	727	665	696	922
ENSMUSG00000003421	532	457	568	438	540	481	481
ENSMUSG00000003423	530	481	599	450	570	446	468
ENSMUSG00000003429	3120	2513	2998	2911	3282	2753	3410
ENSMUSG00000003435	2576	2146	2326	2260	2598	2276	2249
ENSMUSG00000003436	10	5	7	6	12	14	6
ENSMUSG00000003437	580	492	513	534	585	508	538
ENSMUSG00000003438	749	663	683	754	711	695	732
ENSMUSG00000003444	331	262	311	282	308	278	240
ENSMUSG00000003452	53	61	55	84	59	45	72
ENSMUSG00000003458	755	735	863	762	862	813	1011
ENSMUSG00000003464	2414	1840	2006	2036	2254	2037	2119
ENSMUSG00000003469	1	7	1	3	1	1	4
ENSMUSG00000003476	835	718	760	693	753	911	738
ENSMUSG00000003477	602	493	552	319	425	375	295
ENSMUSG00000003484	0	1	9	6	10	6	64
ENSMUSG00000003500	276	220	270	238	256	277	377
ENSMUSG00000003505	0	0	0	0	0	0	0
ENSMUSG00000003518	3902	3217	4665	4239	4185	3722	4161
ENSMUSG00000003526	289	235	209	180	237	202	110
ENSMUSG00000003527	215	175	215	170	214	224	205
ENSMUSG00000003528	41	47	233	54	46	86	133
ENSMUSG00000003531	587	496	580	497	593	583	463
ENSMUSG00000003534	479	322	540	392	465	369	436
ENSMUSG00000003541	167	118	125	69	134	107	465
ENSMUSG00000003545	76	7	8	14	7	110	2285
ENSMUSG00000003546	332	303	295	260	314	361	339
ENSMUSG00000003549	288	232	327	293	308	234	270
ENSMUSG00000003555	1	0	0	1	0	0	0
ENSMUSG00000003559	847	554	560	708	756	869	828
ENSMUSG00000003573	69	79	123	81	85	84	171
ENSMUSG00000003575	315	325	485	394	359	394	358
ENSMUSG00000003581	139	120	126	88	93	99	193
ENSMUSG00000003585	10	6	4	11	12	5	16
ENSMUSG00000003604	333	205	278	265	311	248	256
ENSMUSG00000003617	201	126	400	211	191	212	293
ENSMUSG00000003623	1125	888	1313	1151	1229	925	1029
ENSMUSG00000003644	158	129	211	165	214	157	261
ENSMUSG00000003657	0	0	0	0	0	0	0
ENSMUSG00000003660	2633	2407	2890	2432	2864	2488	2342
ENSMUSG00000003662	809	708	762	823	813	774	697
ENSMUSG00000003665	3	8	2	3	10	7	114
ENSMUSG00000003680	82	60	77	60	63	46	80
ENSMUSG00000003721	1448	1192	1477	1403	1650	1401	1346
ENSMUSG00000003731	2972	2520	2991	2779	3103	2574	2596
ENSMUSG00000003746	263	254	536	242	268	284	573
ENSMUSG00000003752	99	114	107	89	112	106	146
ENSMUSG00000003762	62	45	74	46	69	67	102
ENSMUSG00000003778	457	357	508	377	476	471	475
ENSMUSG00000003779	22	22	25	18	10	11	159
ENSMUSG00000003808	475	444	506	471	434	437	451
ENSMUSG00000003809	895	716	644	775	919	862	638
ENSMUSG00000003810	3248	2663	3023	3021	2951	2745	3079
ENSMUSG00000003812	89	90	109	102	102	117	194
ENSMUSG00000003813	3001	2153	2822	2776	3159	2665	2487
ENSMUSG00000003814	2766	2128	3111	2965	2946	2705	4913
ENSMUSG00000003824	10	10	7	13	3	19	16
ENSMUSG00000003847	1067	823	1141	957	1192	1295	1450
ENSMUSG00000003848	449	400	401	380	424	420	317
ENSMUSG00000003849	707	766	642	699	661	693	485
ENSMUSG00000003863	10	4	13	9	8	8	7
ENSMUSG00000003865	11428	9987	9986	10693	11175	10904	10027
ENSMUSG00000003868	466	375	503	554	529	423	413
ENSMUSG00000003872	0	1	0	0	2	0	3
ENSMUSG00000003873	192	171	213	165	209	207	319
ENSMUSG00000003882	7	7	9	8	3	12	36
ENSMUSG00000003923	1067	893	902	993	1073	935	1023
ENSMUSG00000003929	98	99	98	76	77	89	115
ENSMUSG00000003934	12	4	17	16	14	19	19
ENSMUSG00000003948	337	327	1516	370	400	310	306
ENSMUSG00000003949	711	474	544	556	671	517	363
ENSMUSG00000003955	795	622	750	731	859	812	882
ENSMUSG00000003970	5437	3987	4911	4673	5783	4655	4865
ENSMUSG00000003974	0	0	0	0	0	0	0
ENSMUSG00000003992	379	283	378	315	381	386	351
ENSMUSG00000004018	52	57	99	53	72	61	58
ENSMUSG00000004031	17	15	14	20	10	22	12
ENSMUSG00000004032	1055	899	1202	901	1142	918	916
ENSMUSG00000004035	62	50	44	32	50	73	44
ENSMUSG00000004038	0	0	0	0	0	0	1
ENSMUSG00000004040	1177	1070	1361	968	1134	1242	1974
ENSMUSG00000004043	312	244	356	346	311	360	425
ENSMUSG00000004044	3159	2458	4137	2762	3240	2880	3342
ENSMUSG00000004054	342	285	386	345	331	384	415
ENSMUSG00000004056	6964	5377	7489	6946	7777	6707	5835
ENSMUSG00000004069	2926	2339	2581	2822	2946	2781	2516
ENSMUSG00000004070	850	678	823	758	843	700	744
ENSMUSG00000004071	2343	1860	2306	2327	2326	2078	1958
ENSMUSG00000004085	7881	6489	8901	8703	9027	8391	9427
ENSMUSG00000004096	1325	969	1251	1203	1364	1135	1221
ENSMUSG00000004098	393	269	1340	728	366	658	2725
ENSMUSG00000004099	270	228	278	268	251	292	482
ENSMUSG00000004100	166	138	180	143	152	148	185
ENSMUSG00000004105	1000	806	1245	793	881	1129	1576
ENSMUSG00000004110	23	28	61	17	26	41	28
ENSMUSG00000004113	3	0	1	3	1	1	0
ENSMUSG00000004127	81	53	64	60	65	60	67
ENSMUSG00000004151	129	116	114	112	116	74	109
ENSMUSG00000004187	152	97	127	123	128	139	99
ENSMUSG00000004207	16681	15735	20363	16574	18302	16088	19172
ENSMUSG00000004221	673	598	642	560	638	661	634
ENSMUSG00000004231	0	0	0	0	0	2	0
ENSMUSG00000004233	156	116	177	119	196	157	176
ENSMUSG00000004263	1454	1120	1885	1413	1613	1115	1224
ENSMUSG00000004264	2036	1570	1747	1686	1958	1618	1715
ENSMUSG00000004266	11	28	56	29	10	24	291
ENSMUSG00000004267	20	10	17	14	14	22	34
ENSMUSG00000004268	910	756	1015	902	958	866	946
ENSMUSG00000004270	370	335	521	384	406	384	510
ENSMUSG00000004285	755	627	761	676	782	631	739
ENSMUSG00000004296	0	0	0	0	0	0	1
ENSMUSG00000004317	44	56	107	86	60	83	209
ENSMUSG00000004319	1872	1525	1545	1502	1878	1668	1515
ENSMUSG00000004328	27	39	22	30	19	16	11
ENSMUSG00000004341	0	0	0	0	0	0	0
ENSMUSG00000004344	0	0	0	0	0	0	0
ENSMUSG00000004347	31	63	41	27	32	27	32
ENSMUSG00000004356	571	531	474	435	596	517	652
ENSMUSG00000004359	10	2	9	7	3	12	21
ENSMUSG00000004360	925	559	943	1001	1161	1003	1012
ENSMUSG00000004364	6850	6239	7665	6514	8274	5629	5967
ENSMUSG00000004366	0	0	0	0	0	0	0
ENSMUSG00000004371	6	3	3	0	3	2	11
ENSMUSG00000004383	723	583	611	732	625	684	732
ENSMUSG00000004393	387	348	333	317	450	392	406
ENSMUSG00000004394	1195	1031	1204	1230	1356	1239	1181
ENSMUSG00000004415	32	29	28	26	30	21	25
ENSMUSG00000004446	8	4	37	7	11	19	30
ENSMUSG00000004451	177	154	168	163	173	186	359
ENSMUSG00000004455	3457	2775	3333	2880	3524	2773	2622
ENSMUSG00000004460	720	563	655	732	779	645	909
ENSMUSG00000004462	217	158	215	169	204	203	192
ENSMUSG00000004473	20	21	29	23	22	19	193
ENSMUSG00000004500	70	66	84	69	66	66	95
ENSMUSG00000004508	186	178	263	197	188	186	356
ENSMUSG00000004530	218	201	331	213	220	242	661
ENSMUSG00000004535	2188	1898	2125	1895	2396	1881	2391
ENSMUSG00000004540	0	0	0	0	1	0	0
ENSMUSG00000004542	0	0	0	0	0	1	0
ENSMUSG00000004552	0	0	0	1	0	0	4
ENSMUSG00000004558	45067	35478	39861	40043	46926	41854	40559
ENSMUSG00000004561	196	187	215	213	211	213	202
ENSMUSG00000004562	274	220	348	236	227	280	493
ENSMUSG00000004565	236	210	279	215	243	206	270
ENSMUSG00000004567	673	672	639	600	734	687	678
ENSMUSG00000004568	327	244	381	299	295	288	341
ENSMUSG00000004591	1195	998	1253	1084	1366	1038	1114
ENSMUSG00000004609	19	29	90	35	24	30	125
ENSMUSG00000004610	3865	2969	2457	2983	3508	3408	3060
ENSMUSG00000004612	3	0	0	0	0	1	4
ENSMUSG00000004626	92	88	112	98	66	113	169
ENSMUSG00000004630	2	3	0	1	11	4	1
ENSMUSG00000004631	149	118	245	110	159	164	210
ENSMUSG00000004633	15	13	21	19	14	23	34
ENSMUSG00000004637	283	223	292	226	231	236	239
ENSMUSG00000004642	151	126	180	138	133	195	260
ENSMUSG00000004651	12	15	14	13	9	8	30
ENSMUSG00000004654	0	0	0	0	0	0	0
ENSMUSG00000004655	6939	5773	5609	4999	6437	5271	3901
ENSMUSG00000004661	98	92	104	93	126	113	117
ENSMUSG00000004665	116	108	168	98	100	95	424
ENSMUSG00000004667	556	428	597	505	496	506	561
ENSMUSG00000004668	0	0	0	0	0	0	1
ENSMUSG00000004677	336	284	389	279	338	339	636
ENSMUSG00000004698	174	197	181	179	238	199	205
ENSMUSG00000004707	2	4	9	4	2	5	79
ENSMUSG00000004709	2	0	7	2	2	5	34
ENSMUSG00000004730	35	49	155	52	32	55	533
ENSMUSG00000004748	933	631	675	762	870	725	760
ENSMUSG00000004768	117	89	134	106	121	118	162
ENSMUSG00000004771	826	815	949	807	927	818	1020
ENSMUSG00000004788	724	672	988	715	838	660	669
ENSMUSG00000004789	6261	5279	4681	5433	6138	5065	6159
ENSMUSG00000004791	23	38	39	44	26	19	37
ENSMUSG00000004798	3972	3188	4125	3860	4530	3668	3831
ENSMUSG00000004814	19	27	48	45	9	30	38
ENSMUSG00000004815	174	146	118	122	141	109	183
ENSMUSG00000004821	0	0	0	0	0	0	0
ENSMUSG00000004837	68	57	78	68	75	80	62
ENSMUSG00000004842	1	0	0	0	0	0	2
ENSMUSG00000004843	544	537	503	478	585	550	547
ENSMUSG00000004846	417	422	541	371	439	377	867
ENSMUSG00000004849	228	200	304	210	268	200	388
ENSMUSG00000004864	0	1	1	1	0	0	2
ENSMUSG00000004865	492	453	505	518	564	506	623
ENSMUSG00000004872	10	2	1	1	6	2	4
ENSMUSG00000004880	565	554	584	613	662	571	539
ENSMUSG00000004885	0	0	0	0	0	1	39
ENSMUSG00000004891	919	805	758	727	1062	922	1644
ENSMUSG00000004892	0	0	1	0	0	0	8
ENSMUSG00000004894	1	3	0	0	3	2	0
ENSMUSG00000004895	886	769	916	847	933	786	796
ENSMUSG00000004896	219	227	194	186	226	202	223
ENSMUSG00000004897	6884	5421	6784	6599	7586	6282	6050
ENSMUSG00000004902	1	6	2	3	1	0	1
ENSMUSG00000004929	619	525	546	502	596	580	537
ENSMUSG00000004931	1447	1085	1248	1264	1435	1228	1244
ENSMUSG00000004933	10	8	8	16	11	9	16
ENSMUSG00000004934	394	413	421	359	459	418	349
ENSMUSG00000004936	1436	1204	1733	1383	1744	1439	1475
ENSMUSG00000004937	2190	1835	2189	1812	2248	1787	1742
ENSMUSG00000004939	1176	1052	6349	5076	1056	2665	2161
ENSMUSG00000004945	1599	1273	1440	1414	1732	1377	1392
ENSMUSG00000004947	200	171	236	164	142	179	180
ENSMUSG00000004948	0	0	0	1	0	0	0
ENSMUSG00000004951	1590	1525	2206	1957	2146	1947	4480
ENSMUSG00000004952	916	816	1177	912	954	953	965
ENSMUSG00000004961	0	0	0	0	0	0	0
ENSMUSG00000004980	7410	5825	6117	6763	8363	6802	7985
ENSMUSG00000004988	3	0	1	1	1	1	0
ENSMUSG00000004994	91	80	118	90	86	78	110
ENSMUSG00000004996	267	265	263	257	297	298	290
ENSMUSG00000005034	1356	1026	1780	1486	1404	1275	1458
ENSMUSG00000005043	126	102	196	166	146	144	251
ENSMUSG00000005045	7	8	7	5	9	7	5
ENSMUSG00000005054	67	62	115	83	89	93	333
ENSMUSG00000005057	38	56	78	55	38	37	67
ENSMUSG00000005069	611	483	614	450	553	518	629
ENSMUSG00000005078	204	176	294	169	236	234	241
ENSMUSG00000005087	66	57	122	88	82	84	867
ENSMUSG00000005089	2	3	1	3	1	1	2
ENSMUSG00000005102	229	183	227	205	190	185	199
ENSMUSG00000005103	987	883	1023	1012	968	1010	1708
ENSMUSG00000005107	12	10	23	14	19	13	23
ENSMUSG00000005124	6	4	8	5	7	7	265
ENSMUSG00000005125	532	371	590	392	550	515	657
ENSMUSG00000005131	1	1	5	0	2	0	6
ENSMUSG00000005142	368	342	517	346	317	360	718
ENSMUSG00000005148	75	94	84	63	109	103	147
ENSMUSG00000005150	358	278	347	289	395	306	326
ENSMUSG00000005161	2032	1584	1549	1643	2026	1808	2199
ENSMUSG00000005198	1951	1620	2135	1849	1931	2057	1835
ENSMUSG00000005202	0	0	4	0	0	1	4
ENSMUSG00000005204	741	671	703	635	814	710	752
ENSMUSG00000005220	11	12	3	6	8	16	1
ENSMUSG00000005225	156	108	141	118	137	115	169
ENSMUSG00000005232	0	0	0	0	0	0	0
ENSMUSG00000005233	1	4	6	1	1	2	47
ENSMUSG00000005237	6	11	9	7	9	7	5
ENSMUSG00000005251	1	0	2	0	0	0	1
ENSMUSG00000005262	1134	884	1206	1046	1115	1058	1108
ENSMUSG00000005267	28	37	47	59	42	65	41
ENSMUSG00000005268	8	11	9	13	10	8	11
ENSMUSG00000005299	1757	1506	1419	1496	1597	1541	1461
ENSMUSG00000005312	1487	1459	1665	1304	1547	1392	1532
ENSMUSG00000005320	32	49	60	54	49	85	60
ENSMUSG00000005338	205	205	316	165	168	260	283
ENSMUSG00000005339	2	2	4	3	7	2	10
ENSMUSG00000005354	3012	2619	2590	2544	3096	2834	2872
ENSMUSG00000005355	0	0	0	0	0	0	0
ENSMUSG00000005357	0	0	0	0	0	0	2
ENSMUSG00000005360	43	44	130	20	45	47	54
ENSMUSG00000005362	913	875	750	684	880	826	837
ENSMUSG00000005364	5	4	2	0	9	15	2
ENSMUSG00000005370	164	139	132	166	163	142	266
ENSMUSG00000005371	895	837	1039	895	1114	853	953
ENSMUSG00000005373	1604	1489	1757	1460	1666	1760	1550
ENSMUSG00000005374	297	266	355	286	259	267	390
ENSMUSG00000005378	351	292	398	349	450	357	385
ENSMUSG00000005397	1764	1522	3243	1806	1506	1845	3377
ENSMUSG00000005410	16	15	15	19	22	25	144
ENSMUSG00000005413	102	149	188	122	103	95	1857
ENSMUSG00000005417	3120	2301	3559	3091	3038	2973	3262
ENSMUSG00000005442	1024	904	985	765	926	903	1160
ENSMUSG00000005447	14	3	7	2	2	7	43
ENSMUSG00000005465	4	2	16	13	15	16	13
ENSMUSG00000005469	2900	2269	2889	2658	2962	2522	2661
ENSMUSG00000005470	1	5	2	13	8	9	40
ENSMUSG00000005474	13	2	8	0	4	21	30
ENSMUSG00000005481	261	226	224	211	240	239	321
ENSMUSG00000005483	160	121	122	118	129	118	266
ENSMUSG00000005493	44	28	44	25	30	45	38
ENSMUSG00000005501	543	454	429	451	549	540	547
ENSMUSG00000005503	0	0	0	0	0	0	0
ENSMUSG00000005505	402	363	396	394	407	376	349
ENSMUSG00000005506	2330	1916	2816	2371	2678	2397	2472
ENSMUSG00000005510	5217	4175	4425	4604	5111	4542	4243
ENSMUSG00000005514	514	467	593	454	460	437	567
ENSMUSG00000005533	571	412	450	471	642	551	514
ENSMUSG00000005534	2706	2415	2614	2509	3007	2769	2525
ENSMUSG00000005540	6	3	4	3	6	12	13
ENSMUSG00000005547	0	3	1	8	0	3	2
ENSMUSG00000005553	1	0	0	0	0	0	0
ENSMUSG00000005566	1125	962	1195	888	1061	927	1156
ENSMUSG00000005575	2124	1617	1841	1548	2103	1549	1758
ENSMUSG00000005580	1664	1477	1495	1412	1659	1563	1316
ENSMUSG00000005583	17898	14467	15084	13592	18334	13499	17027
ENSMUSG00000005609	576	492	646	537	555	554	588
ENSMUSG00000005610	17732	14556	17984	15750	20642	15283	18072
ENSMUSG00000005611	139	128	123	112	101	108	137
ENSMUSG00000005615	4544	3831	3904	3777	4663	3793	3581
ENSMUSG00000005621	658	473	521	529	569	570	620
ENSMUSG00000005625	3098	2516	2700	2344	3097	2577	2634
ENSMUSG00000005628	10337	8360	10291	9923	10728	10228	8850
ENSMUSG00000005640	2	7	1	2	3	1	2
ENSMUSG00000005649	0	0	0	0	1	0	0
ENSMUSG00000005656	503	424	531	526	467	434	667
ENSMUSG00000005667	97	69	112	115	114	67	238
ENSMUSG00000005672	59	27	50	25	22	47	76
ENSMUSG00000005674	831	705	740	726	916	827	968
ENSMUSG00000005677	3	9	4	1	0	2	1
ENSMUSG00000005681	0	16	3	69	0	14	42
ENSMUSG00000005682	300	265	273	272	313	339	347
ENSMUSG00000005683	21118	17435	17022	19451	21099	18635	18302
ENSMUSG00000005686	348	386	326	274	319	362	674
ENSMUSG00000005687	752	632	702	688	868	739	760
ENSMUSG00000005696	0	1	0	0	1	0	1
ENSMUSG00000005698	1087	872	1085	1078	1131	1014	968
ENSMUSG00000005699	110	84	107	103	127	81	74
ENSMUSG00000005705	6	7	1	4	0	7	5
ENSMUSG00000005716	149439	120459	166751	146020	172135	138067	108966
ENSMUSG00000005718	151	135	141	132	174	144	115
ENSMUSG00000005732	216	198	280	164	241	185	403
ENSMUSG00000005763	28	24	42	46	53	59	29
ENSMUSG00000005774	229	245	234	196	268	235	236
ENSMUSG00000005779	2188	1705	2064	1913	2239	1920	2110
ENSMUSG00000005800	1	0	2	0	1	2	14
ENSMUSG00000005802	703	528	759	657	793	600	720
ENSMUSG00000005803	814	719	857	768	947	761	709
ENSMUSG00000005804	376	361	488	368	408	354	523
ENSMUSG00000005813	1565	1224	1810	1671	1886	1439	1571
ENSMUSG00000005823	527	535	624	573	591	537	569
ENSMUSG00000005824	0	0	1	0	1	0	14
ENSMUSG00000005836	13	11	14	8	10	8	16
ENSMUSG00000005846	1054	975	1040	1072	1172	1041	1112
ENSMUSG00000005864	0	1	1	1	1	2	0
ENSMUSG00000005871	1444	1214	1595	1459	1635	1477	1562
ENSMUSG00000005873	3665	3361	3785	3207	3317	3092	3558
ENSMUSG00000005881	657	506	640	563	624	589	735
ENSMUSG00000005882	2805	2281	2350	2675	2957	2539	2664
ENSMUSG00000005883	0	3	0	2	1	2	6
ENSMUSG00000005886	873	765	950	674	799	890	785
ENSMUSG00000005891	0	0	0	0	0	0	0
ENSMUSG00000005892	0	0	0	0	0	0	0
ENSMUSG00000005893	1001	879	828	746	1037	932	776
ENSMUSG00000005897	160	133	191	152	206	179	215
ENSMUSG00000005899	366	326	438	333	303	306	370
ENSMUSG00000005907	194	213	204	213	204	235	241
ENSMUSG00000005917	0	1	0	0	0	0	0
ENSMUSG00000005936	897	770	946	923	1104	1027	1059
ENSMUSG00000005947	10	2	5	1	3	6	12
ENSMUSG00000005949	173	129	124	126	163	130	176
ENSMUSG00000005950	214	204	176	223	213	231	247
ENSMUSG00000005951	29	9	37	13	13	22	18
ENSMUSG00000005952	7	2	15	6	7	5	4
ENSMUSG00000005958	26	9	39	27	20	23	105
ENSMUSG00000005968	2	4	9	1	6	7	9
ENSMUSG00000005973	143	108	179	142	160	132	631
ENSMUSG00000005980	141	93	201	132	138	155	126
ENSMUSG00000005981	4058	3279	3774	3818	4381	3472	3150
ENSMUSG00000005982	961	864	900	793	883	860	867
ENSMUSG00000005983	52	26	49	41	36	30	40
ENSMUSG00000005986	9	10	10	4	7	6	16
ENSMUSG00000005994	0	1	1	0	0	0	0
ENSMUSG00000006005	2998	2460	2464	2329	3112	2720	2725
ENSMUSG00000006007	0	0	0	0	0	0	0
ENSMUSG00000006010	788	609	716	607	854	654	710
ENSMUSG00000006014	212	239	163	147	160	312	3690
ENSMUSG00000006019	134	129	162	125	114	166	159
ENSMUSG00000006021	218	223	251	277	237	224	189
ENSMUSG00000006024	2292	2160	2580	2121	2552	2179	2205
ENSMUSG00000006050	598	539	715	625	685	478	655
ENSMUSG00000006056	0	0	0	0	0	0	0
ENSMUSG00000006057	7825	7154	6450	6155	7399	6169	7090
ENSMUSG00000006058	495	374	477	475	472	429	509
ENSMUSG00000006095	396	304	422	375	390	297	461
ENSMUSG00000006127	798	708	735	686	839	884	758
ENSMUSG00000006134	879	804	1049	962	908	912	959
ENSMUSG00000006143	1	0	0	0	0	0	0
ENSMUSG00000006154	42	61	111	92	78	97	117
ENSMUSG00000006169	1128	967	1344	1079	1180	1167	1251
ENSMUSG00000006179	0	0	0	0	0	0	0
ENSMUSG00000006191	390	373	394	460	418	422	338
ENSMUSG00000006200	0	0	0	0	0	0	0
ENSMUSG00000006204	0	0	0	1	1	0	0
ENSMUSG00000006205	488	427	973	526	802	533	795
ENSMUSG00000006215	744	479	729	689	784	677	701
ENSMUSG00000006216	5	1	2	2	0	0	1
ENSMUSG00000006218	0	0	0	1	0	0	0
ENSMUSG00000006219	12	21	39	17	21	18	120
ENSMUSG00000006221	6695	5454	2871	4707	6679	5400	17412
ENSMUSG00000006235	5	5	5	4	3	6	6
ENSMUSG00000006241	12	6	12	4	23	10	6
ENSMUSG00000006262	727	771	834	628	823	668	976
ENSMUSG00000006269	0	0	0	0	0	0	1
ENSMUSG00000006270	1	0	0	0	0	0	0
ENSMUSG00000006273	1199	1049	1255	1136	1273	1141	1453
ENSMUSG00000006276	675	530	664	605	601	584	583
ENSMUSG00000006281	461	415	518	402	472	447	549
ENSMUSG00000006288	147	128	163	134	127	122	185
ENSMUSG00000006289	684	552	667	681	757	736	707
ENSMUSG00000006299	1785	1432	1933	1680	1917	1778	1742
ENSMUSG00000006301	1084	972	1369	1136	1081	1242	1431
ENSMUSG00000006304	1368	1020	1439	1261	1374	1182	1887
ENSMUSG00000006307	789	772	684	632	785	748	761
ENSMUSG00000006310	8	5	4	9	15	6	9
ENSMUSG00000006311	0	0	0	0	0	0	0
ENSMUSG00000006313	7	4	4	5	2	9	1
ENSMUSG00000006315	1753	1570	1854	1528	1824	1522	1514
ENSMUSG00000006333	5071	3537	4397	4116	5059	4556	5481
ENSMUSG00000006335	207	170	196	169	227	210	185
ENSMUSG00000006342	54	44	92	40	31	48	80
ENSMUSG00000006344	74	79	154	95	75	85	134
ENSMUSG00000006345	0	0	1	0	0	0	1
ENSMUSG00000006356	364	295	477	320	345	329	486
ENSMUSG00000006360	267	225	333	232	276	273	895
ENSMUSG00000006362	368	285	568	442	489	566	437
ENSMUSG00000006369	128	110	171	99	93	157	343
ENSMUSG00000006373	153	181	268	180	183	166	299
ENSMUSG00000006378	181	126	141	142	169	159	171
ENSMUSG00000006386	514	411	632	586	541	574	641
ENSMUSG00000006389	0	0	0	0	0	0	1
ENSMUSG00000006390	79	78	140	65	76	74	242
ENSMUSG00000006392	404	357	457	418	488	411	434
ENSMUSG00000006395	29	20	42	23	29	34	74
ENSMUSG00000006398	2	1	3	2	2	3	85
ENSMUSG00000006403	0	3	28	10	1	7	198
ENSMUSG00000006411	0	3	4	0	1	1	20
ENSMUSG00000006412	905	746	854	817	905	770	850
ENSMUSG00000006418	1124	958	1020	1128	1133	1162	1163
ENSMUSG00000006423	358	322	389	322	395	335	407
ENSMUSG00000006435	4764	4062	5156	4368	4697	4357	3891
ENSMUSG00000006442	135	144	165	109	167	117	294
ENSMUSG00000006445	74	69	75	51	65	62	76
ENSMUSG00000006456	212	175	216	152	223	183	235
ENSMUSG00000006457	214276	173271	223744	192149	252576	182333	121663
ENSMUSG00000006463	79	65	81	66	85	68	94
ENSMUSG00000006464	113	99	69	71	91	82	79
ENSMUSG00000006469	0	0	0	0	1	0	0
ENSMUSG00000006471	179	192	202	154	185	214	240
ENSMUSG00000006476	204	199	202	164	221	178	300
ENSMUSG00000006488	0	0	0	0	0	0	0
ENSMUSG00000006490	0	0	0	0	0	0	0
ENSMUSG00000006494	2115	1585	1389	1784	2186	1882	1971
